ID,지역코드,이름,주소,위도,경도,개요,영업시간,대표메뉴,이미지
26,1,서촌돌솥,,37.57889157,126.9712047,,,,https://ldb-phinf.pstatic.net/20150901_166/1441062084948zv1SM_JPEG/33562322_2.jpg
27,1,우리집떡볶이,,37.56265813,127.0149234,,,,https://mp-seoul-image-production-s3.mangoplate.com/1640124_1626737622340053.jpg
28,1,[백년가게]성천막국수,,37.5699525,127.0578331,,,,http://post.phinf.naver.net/MjAyMjAyMDdfMTE5/MDAxNjQ0MTk1MzI2OTE5.XwZwCFCJqVld1Dr-MRqXAgiZtVJrq8aurK7-Vt9t1oUg.GGHoXzwzEWHjpdpIr34_-TV2-CmeLyvQbYXk82GmuS4g.JPEG/ID1WZ6h4dQixd_je_O-IPG-49MYI.jpg
29,1,갯마을,,37.52310081,126.9703091,,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ae7426bf-2c86-4b80-8cb5-81d8a30099c4
30,1,화로흑돈돈,,37.57084007,126.9901726,,,,http://post.phinf.naver.net/MjAxNzA4MjFfNSAg/MDAxNTAzMzAzNDMyNzI2.f7x1xxrw-ouNuhQdhOD2KhNxR_1F529RMHnJaackMk8g.OuTSwSDVDpUM02ds_dcXb6cX_H9ctLqIFLG2jxGDtyAg.JPEG/IxRJwGHuFX0Pb_iz8uBI6bZ_Pyp8.jpg
31,1,체부동잔치집돼지갈비,,37.57660017,126.9710686,,,,https://ldb-phinf.pstatic.net/20190725_136/15639878271698jGuS_JPEG/ZiyvTmeHBNkmC-rEHt6slRb1.jpg
32,1,이화감자국,,37.58765069,126.9169899,,,,https://ldb-phinf.pstatic.net/20160225_17/14563787641480d8DO_JPEG/176175546941626_15.jpg
33,1,동대문정육식당,,37.57124317,127.0110068,,,,http://post.phinf.naver.net/MjAyMTAzMDRfMTQ4/MDAxNjE0ODI0MzI3NTM1.3f-Q3ZE-ZGooRxKztVIf4B7dXIXaFYvy50zeUpi7yggg.nLBItyZYMBUYslsur2PSpcEGrz7KFxvfVii-aN4gzUAg.JPEG/IjmZXoByPaY-j84A4ViHeS8kKxpw.jpg
34,1,더식당 명동,,37.56232708,126.9855566,,,,http://post.phinf.naver.net/MjAxNzA2MTdfMTYz/MDAxNDk3NjQwNDE2MDEy.mdtxSDDAvQVLW9nU8o_9N3YYCLi6c_Zw8F3qxYh5fwsg.S-d46eDyB03ZEF094_GxIZcBJZY2KIsV-ZrWTtYJmmMg.JPEG/IKw12xRuagGZAL5ltJuLO6Xysyxk.jpg
35,1,쌍대포 맷돌순두부,,37.52177796,126.9266298,,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e570a2c8-ee8d-4312-880b-40215da6f53a
36,1,호밀밭,,37.55893223,126.9406191,,,,http://post.phinf.naver.net/MjAyMTA0MTVfMjc5/MDAxNjE4NDgxNDUwNTEw.6xFdFFcp9CG8nmvxkSZo8FvvTRpzhLdV8jkrY6Q1im0g.RwtMd5BVUrqTytOWMF3dLE6em-ungiwBoOLPq4ySe7Eg.JPEG/IO_pU8Jt749AFY9zZ98yx4NG8OmE.jpg
37,1,고래불,,37.49634673,127.0339874,,,,http://post.phinf.naver.net/MjAxNzA4MDNfMjA2/MDAxNTAxNzMzMDU4NzA1.wuRUjC3-UQ20Wi_Qz68A8HWy0Kkw8mkhAiR3c9Z5GI0g.riuPh6EqNoE3jJhlqsBWcRxss_4X9nj6UK2_FBzIqAkg.JPEG/IHmJreZQtkwApIOjeEdlsJcaSwdg.jpg
38,1,너비집,,37.56558223,126.98379,,,,https://fastly.4sqi.net/img/general/600x600/756926_aEYisw-HSqgEriSngn8A7LcFHHUDTljdqKZ6FF-vI24.jpg
39,1,김가네가마솥설렁탕,,37.56506255,126.8119196,,,,http://tong.visitkorea.or.kr/cms/resource/24/1805124_image2_1.jpg
40,1,서당골,,37.64712613,127.017318,,,,"https://mp-seoul-image-production-s3.mangoplate.com/95331/749025_1492046202402_52926?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
41,1,최대감네,,37.57405351,126.9861146,,,,http://tong.visitkorea.or.kr/cms/resource/26/1845026_image2_1.jpg
42,1,스미스가 좋아하는 한옥,,37.57803072,126.9800483,,,,http://post.phinf.naver.net/MjAxNzEwMTdfMTU1/MDAxNTA4MjIyMDg2MDAy.X9FFHzdFnGMmmH_uikKQDzdQuCfzvaErlDu5CqkkYUsg.wbQCpA-aoNxvjY0HdkXdEv_bkQGIxB4c3dkbsmDxMHog.JPEG/IhEP8HeADvUhSgRRdlBTUA3UIttE.jpg
43,1,[백년가게]신안촌,,37.57569193,126.9709076,,,,http://img1.tmon.kr/cdn4/deals/2022/05/19/11127835906/front_da377_sxgvy.jpg
44,1,봉래헌(메이필드호텔),,37.54788135,126.819486,,,,http://tong.visitkorea.or.kr/cms/resource/13/818013_image2_1.jpg
45,1,송원,,37.56096093,127.0051576,,,,http://imgnews.naver.net/image/5476/2018/02/26/0000005630_001_20180227011455718.png
46,1,아오리의행방불명 홍대,,37.55118005,126.9235542,,,,"https://mp-seoul-image-production-s3.mangoplate.com/672455_1531480085727185.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
47,1,계림마늘닭,,37.56244669,126.9955418,,,,https://i.pinimg.com/originals/7d/e4/16/7de416590521626a62a695f9df5d9306.jpg
48,1,팔도명가산야채순대국,,37.48719746,127.0156088,,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=37c7c71d-6ca6-486f-83aa-d227541fd756
49,1,게방식당,,37.51733606,127.0394696,,,,https://d2uja84sd90jmv.cloudfront.net/posts/W9IhEo6HqnSJDZLrole95w/m.jpg
50,1,암돼지오양식관,,37.57100107,126.9854036,,,,http://uimg.findjob.co.kr/UploadFilesJob/Job/Platinum/2019/06/10/14213087_Logo_20190610181044800.png
51,1,종로명태덕장,,37.57004294,126.9901254,,,,https://mp-seoul-image-production-s3.mangoplate.com/377917/1308846_1601954134203_17280
52,1,명품기사식당뚝다리김치찌개,,37.54141284,127.1396793,,,,http://tong.visitkorea.or.kr/cms/resource/32/2789732_image2_1.jpg
53,1,대풍간장게장생선구이,,37.51090031,127.0179523,,,,https://img.siksinhot.com/place/1589185136341337.jpg
54,1,효자바베,,37.57681679,126.9701326,,,,https://d2uja84sd90jmv.cloudfront.net/posts/KeSEzqy_cSGbKUDPZICsyw/m.jpg
55,1,처마끝 하늘풍경,,37.57492562,126.985334,,,,https://ldb-phinf.pstatic.net/20170410_29/1491812032077jqQFD_PNG/186360574367300_13.png
56,1,서석대,,37.49516049,127.0194526,,,,https://cdn.clien.net/web/api/file/F01/12975521/1ebe1b04a6b32a.jpg
57,1,명동부대찌개 명동황기족발,,37.56415184,126.9837706,,,,http://post.phinf.naver.net/20160830_147/14725465284355CSnj_JPEG/IiT6O9L7Da_locE0rHwh0KPHPabY.jpg
58,1,아리랑,,37.56387404,126.9805681,,,,http://post.phinf.naver.net/MjAyMjA4MDlfMzMg/MDAxNjYwMDE4OTY4NTc4.51BkJW5igAC_t44uwj53xPI0A6rjpSQSou00kX0MwGog.kFaZrJY4vYLF6Q5O52J1V9_ZlTLvTdMs8HTjsy0Nj9Yg.JPEG/Ia0ha1lg0U65HEKCBgQY3_zt-I6c.jpg
59,1,오소리순대,,37.59054695,127.0371539,,,,https://d2uja84sd90jmv.cloudfront.net/posts/3S6b9wjcc3NUJ6WrQ_JGfQ/m.jpg
60,1,종점떡볶이,,37.56265813,127.0149234,,,,http://cfile24.uf.tistory.com/image/207A9B204A1E26E04265A0
61,1,용금옥,,37.56772359,126.9805264,,,,https://d2uja84sd90jmv.cloudfront.net/posts/XnNO_48V48B_kSgb0M0zvg/m.jpg
62,1,신당동천팥죽,,37.56794366,127.016637,,,,https://img.siksinhot.com/article/1620885803659013.jpg
63,1,정동국시,,37.5678706,126.9699051,,,,https://ldb-phinf.pstatic.net/20150831_231/1441025869619TVdkp_JPEG/156155406171271_0.jpg
64,1,은주정,,37.56873771,126.9997829,,,,https://i.pinimg.com/736x/05/e7/2c/05e72c1119b318759e508a7f620e6e5d.jpg
65,1,영일분식,,37.51630294,126.8896583,,,,http://post.phinf.naver.net/MjAxODA1MTZfMjM1/MDAxNTI2NDc5Mzc2MTY1.RdIpt7j5Gfo_63yPptz4Dp6amgJf-YF4TI0Ku8qqFvog.oFs5a8i-y9JYzjaNCXHND0SHmqqs6RmOcCU2J9lt0GYg.JPEG/I7BpBlZrWT3YBCgDiNM9fyutZUXQ.jpg
66,1,또순이,,37.51454563,126.9355903,,,,https://image.yes24.com/goods/110697517/XL
67,1,삼청동수제비,,37.58460498,126.9819035,,,,https://img.theqoo.net/img/cRNqu.jpg
68,1,마복림원조할머니집떡볶이,,37.56322196,127.015115,,,,http://post.phinf.naver.net/MjAyMDA4MjhfMTU4/MDAxNTk4NTk1MjkwODA5.4Q_Cc6rk4yY5d20Trg9sLfkD0Xe-T7LpJrP320qkODQg.EXA4iOayjxB96BDhtPs9vgIljqUaOAXwF5j6zN3Fo3sg.JPEG/I1XC9Zw7CYjc6bYa5WXDgDfNzu9U.jpg
69,1,안동국시소람,,37.57363408,126.9841259,,,,https://ldb-phinf.pstatic.net/20171129_37/1511962220630d5nbn_JPEG/20161012_150907.jpg
70,1,청계산곤드레집,,37.44547528,127.0578533,,,,http://post.phinf.naver.net/MjAxNzA2MjNfMjE3/MDAxNDk4MTg3OTkxMjE2.VHNydNPCkKvuqvb2mH9OKY2AeM0kEPOOg2iyr4DucfUg.PqrqKKphwQdz6myxlMS6pEiY47hacVkJFtj4zYB4kuQg.JPEG/IStt1GhDkWVZxaCNcIg1PlmLS3Vc.jpg
71,1,노랑저고리,,37.49836856,127.0252465,,,,http://shop1.phinf.naver.net/20210831_177/1630417060101Tgyt9_JPEG/31552905767878846_1612304612.jpg
72,1,황도바지락칼국수,,37.53690245,127.1501868,,,,"https://mp-seoul-image-production-s3.mangoplate.com/56246/1575751_1632241630183_29574?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
73,1,해주냉면,,37.50971267,127.0798078,,,,https://d2uja84sd90jmv.cloudfront.net/posts/5tTFQCz1feVMtQN27kB_Xg/m.jpg
74,1,남산생고기집,,37.55931355,126.9860067,,,,https://ldb-phinf.pstatic.net/20190913_18/1568365917444LDh9j_JPEG/IPbh8T2vmIgU74nFkXSdSIS1.jpg
75,1,장안삼계탕,,37.56372678,126.9774823,,,,http://shop1.phinf.naver.net/20200921_286/1600687185469D6nfV_PNG/1823074066983310_752236837.png
76,1,문배동 육칼,,37.53659647,126.9703282,,,,https://fastly.4sqi.net/img/general/600x600/17171662_Q3xVDqhG21apIDKFJIUrcQmcHCvoXPETdQR0Eu56xik.jpg
77,1,명동정,,37.56164944,126.9885952,,,,http://post.phinf.naver.net/MjAxNjEwMjVfNTMg/MDAxNDc3MzcyOTM2NjI2.DiqGaGYDFWF9XnLzQ31vYU_7MwR9ZU9F0CQG5B_M-Iog.QydKmlSX65hJPxPfKZfRAHA0ABqGktv33pT_L7XwUBsg.JPEG/IKVPAc5z4m3TjtDQxJkmHI2OlGXA.jpg
78,1,명동뚱뚱이족발,,37.55987737,126.985815,,,,http://tong.visitkorea.or.kr/cms/resource/37/2669937_image2_1.jpg
79,1,청량리함흥냉면,,37.58258966,127.0436091,,,,https://d2uja84sd90jmv.cloudfront.net/posts/F5H3W_Y8FM5rX4k-afuSjA/m.jpg
80,1,석파랑,,37.59930842,126.9587636,,,,https://dbscthumb-phinf.pstatic.net/4749_000_12/20170405175449015_TGBIZGR1Q.jpg/1539531381428448.jpg?type=m4500_4500_fst
81,1,곰바위,,37.51498668,127.0586818,,,,http://postfiles8.naver.net/20150827_151/takee80_1440681065083EzVTY_JPEG/1440598880611.jpeg?type=w2
82,1,토종삼계탕,,37.49511318,127.0140365,,,,https://d2uja84sd90jmv.cloudfront.net/posts/TawqoH0qiR8QkV0HSNUxcw/m.jpg
83,1,장군갈비,,37.55475759,127.0881503,,,,http://cfile201.uf.daum.net/image/264A104C541FA9693CB702
84,1,[백년가게]창성옥,,37.53646019,126.960418,,,,http://imgnews.naver.net/image/031/2021/03/03/0000586424_002_20210303152745390.jpg
85,1,경동함흥냉면,,37.58015098,127.0396456,,,,https://modo-phinf.pstatic.net/20200609_273/1591677286125DFwWi_PNG/mosaakRCG0.png
86,1,청수정,,37.58357455,126.9816702,,,,http://post.phinf.naver.net/MjAxNzA0MjJfODIg/MDAxNDkyODYyMjk1MjEw.mrK0n3O2SV4Jwf2Fi0fmo8tKMro6yiz26NmujVTmaR0g.McO73Jo4t0xWjXaHz5OVrOYNqP5zpGgg0ghabsfXPdkg.JPEG/I4KJIt0dkE1uaZpWUNDMfdgNLvXU.jpg
87,1,풍류사랑,,37.57389242,126.9862146,,,,http://imgnews.naver.net/image/5127/2019/11/17/0000035808_001_20191117091002137.jpg
88,1,남산골산채집,,37.55676384,126.985204,,,,https://d2uja84sd90jmv.cloudfront.net/posts/1-VSnqyEAFDbaYlDInMM_g/m.jpg
89,1,개성만두 궁,,37.57432569,126.9854702,,,,"https://mp-seoul-image-production-s3.mangoplate.com/186947/1284918_1553659615267_9482?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
90,1,미자식당,,37.51492339,126.9368568,,,,"https://mp-seoul-image-production-s3.mangoplate.com/9239_1561639570299103.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
91,1,[백년가게]선천집,,37.57495337,126.9844147,,,,http://imgnews.naver.net/image/028/2018/08/13/0002421068_003_20180814104548613.JPG
92,1,손가명가,,37.56817631,126.9802541,,,,http://post.phinf.naver.net/20161004_30/1475560695611BpQ9M_JPEG/IpAd48wq3UIrfzRyXswKL0ixDuR8.jpg
93,1,이강순실비집,,37.56858748,126.9862425,,,,http://img.ezday.co.kr/cache/board/2009/05/27/7cfea24d9b33f3bf62bc12b23e742fd9.jpg
94,1,역전회관,,37.54291476,126.9469968,,,,http://www.foodnjob.com/upload/upload/offer_user/201606/1466138621_mem3.jpg
95,1,쭈꾸미와매운갈비찜,,37.56335486,126.9917977,,,,https://imgssl.ezday.co.kr/cache/board/2011/12/24/8090a8153fdb0dc008c1f26b61944233.jpg
96,1,함흥에겨울냉면,,37.5601888,127.0052354,,,,"https://mp-seoul-image-production-s3.mangoplate.com/52481_1598686468541250.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
97,1,왕돈까스&왕냉면,,37.48019905,126.9038664,,,,https://d2uja84sd90jmv.cloudfront.net/posts/k4DY4_xp8YOqqOzDCcyD8A/m.jpg
98,1,황금콩밭,,37.55101399,126.956729,,,,http://post.phinf.naver.net/MjAyMTA2MTFfMjIy/MDAxNjIzMzc1NjY4MjQ0.b1Nojz48SZ1v4NfzPTe9TJi60uapzDOdZRf0RaWIs_8g.DOPHBy3pIVgYr-_lUM2xCKDEHyPGGnfqTgZPIiL-djUg.JPEG/IxAMiofJtCVi1qqLAVM0OYxg1aFw.jpg
99,1,참만나,,37.61833332,127.0765995,,,,https://ldb-phinf.pstatic.net/20200217_193/1581921142306o1jEY_JPEG/NRUNjfv1g7_mMEdjnMvGJVuB.jpg
100,1,대방골,,37.53088514,126.9210995,,,,"https://mp-seoul-image-production-s3.mangoplate.com/101/reviews/fc0ea74a6a98.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
101,1,명동교자,,37.56262983,126.9857844,,,,https://d2uja84sd90jmv.cloudfront.net/posts/QAEsUDyIg2jeM5CBtri5Fg/m.jpg
102,1,갯마을풍천장어,,37.68786352,127.0431867,,,,https://ldb-phinf.pstatic.net/20200110_244/1578660692804LuzqB_JPEG/9HoSdiSEpCibTtFSShJQbBIB.jpg
103,1,소소한 풍경,,37.59365642,126.9659936,,,,https://ldb-phinf.pstatic.net/20190623_107/1561296012052Ahev5_JPEG/YHCc2vCqLtdQL3_ruZRxwFFz.jpg
104,1,부부식당,,37.58028645,127.0043294,,,,https://d2uja84sd90jmv.cloudfront.net/posts/PuqdWuHo5H8gQG7c9U-O1w/m.jpg
105,1,명동 영양센터,,37.56111607,126.9830819,,,,http://cfile240.uf.daum.net/image/221F344B55FED400074797
106,1,나능이,,37.50793989,127.0372062,,,,https://ldb-phinf.pstatic.net/20170614_202/1497420154386NONnj_JPEG/f1e7ca95-5ffc-4eab-8439-933cdf2cbd4a.jpeg
107,1,무타리,,37.5530409,126.920985,,,,https://ldb-phinf.pstatic.net/20210417_114/1618622976723Ocb9e_JPEG/sp8UaaXU_3qp5EF1TCPKcQkL.jpeg.jpg
108,1,드럼통 참숯석쇠구이,,37.50569677,127.0965731,,,,https://ldb-phinf.pstatic.net/20200114_277/1578930392588BpPtC_JPEG/QDk9sTHlU-ago7WSO_91U9TX.jpg
109,1,함경면옥,,37.57855661,127.0331713,,,,https://ldb-phinf.pstatic.net/20210514_269/1620975067425ElaFz_JPEG/xuSoTzHw0WKXKrQh-3g_X1Yu.jpeg.jpg
110,1,동무밥상,,37.54828852,126.9125664,,,,https://d2uja84sd90jmv.cloudfront.net/posts/r8gkLRAPwNVpJKoDf7Zuuw/m.jpg
111,1,고려정,,37.52177796,126.9266298,,,,http://post.phinf.naver.net/MjAxNzA0MDRfNCAg/MDAxNDkxMjkyODEzNjI2.S-V2kMUusmM07wpYHcxnXhotStET7RvUh-kCMhjdoaQg.kxO-DNMbCUS27QyuOz9J62tEPu60aTNpWmOwsjqLslQg.JPEG/IvnGOvVXhHOuu6QovXYA5t9J4svk.jpg
112,1,마산옥,,37.51724406,127.0202353,,,,https://d2uja84sd90jmv.cloudfront.net/posts/SvM9I2PQqtc8oOk1GspAQQ/m.jpg
113,1,진옥화할매원조닭한마리,,37.57037373,127.0056795,,,,https://i1.ruliweb.com/img/20/06/28/172fa7508c49f9.jpg
114,1,우묵배미,,37.48287406,126.9217674,,,,http://imgmovie.naver.com/mdi/mi/0108/A0813-01.jpg
115,1,일송칼국수,,37.58664668,126.9968521,,,,https://img.siksinhot.com/place/1477930603572840.jpg
116,1,해물사령부,,37.57236229,127.0000828,,,,https://modo-phinf.pstatic.net/20180323_66/1521752905155Y6oQN_JPEG/mosaLQEomQ.jpeg
117,1,위대한밥상 영광,,37.50320408,127.023502,,,,"https://mp-seoul-image-production-s3.mangoplate.com/1536031_1575225628863154.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
118,1,남도분식,,37.58099125,126.9669744,,,,https://d2uja84sd90jmv.cloudfront.net/posts/wayKco7SyFxOqiV_LHJGGQ/m.jpg
119,1,잘빠진메밀 서촌,,37.57981646,126.9710824,,,,https://ldb-phinf.pstatic.net/20210331_168/1617148615088q0t0j_JPEG/4shmsJCGAXLfmXTpGAVCwdaD.jpg
120,1,향토,,37.52177796,126.9266298,,,,http://imgnews.naver.net/image/5098/2015/04/15/921181_213556_5734_99_20150415090600.jpg
121,1,중앙갈치식당,,37.55979389,126.977038,,,,https://img.siksinhot.com/place/1551752799577201.jpg
122,1,운산,,37.52934927,126.9248992,,,,http://imgnews.naver.net/image/001/2020/05/28/PYH2020052803100006300_P4_20200528094415810.jpg
123,1,잘빠진메밀 익선,,37.57409805,126.9915196,,,,https://ldb-phinf.pstatic.net/20220306_27/16465594967313Wu8R_JPEG/KakaoTalk_20220306_182507075.jpg
124,1,비야본점,,37.58826097,127.0294602,,,,http://post.phinf.naver.net/MjAyMDA4MDJfMTMg/MDAxNTk2MzQ4MTI2MzI2.wl00w1Di-qQRBBA9KkHVC3WZFnk_i_-fy4bjXwwc-_kg.jAdYEek3kJGciTFHztmMiI0_FB7MKC_pbweBiOw9V60g.JPEG/IknDp8oiEo3Wq_Ujhzgq92Vawc90.jpg
125,1,[백년가게]삼거리 먼지막 순대국,,37.49173666,126.9072019,,,,http://post.phinf.naver.net/MjAxODExMjlfMjY0/MDAxNTQzNDU3MTQzNTIz.ItcT9wtjNlkIACVG8FCoZyo54AVVpf4nerKhs5DW04Ug.FSYaei0JjEt7Pd77yon6k52wbYssq8kKQJSkOkl2b5Ug.PNG/Il5649mkW_7HDFzm2bHl6orBVlQc.jpg
126,1,종각한우,,37.57095384,126.9843898,,,,https://ldb-phinf.pstatic.net/20180912_153/1536720130879PVdyU_JPEG/zwToEGDG97FBjWS9gtFeSFdn.jpg
127,1,우리강산,,37.51316581,127.1224928,,,,http://imgnews.naver.net/image/5263/2017/11/30/30-424340_20171130175138378.jpg
128,1,또순이원조순대,,37.48335191,126.928789,,,,https://d2uja84sd90jmv.cloudfront.net/posts/I-OwdjD148FNe6pmKXWyrQ/m.jpg
129,1,세미계,,37.53349184,127.001867,,,,https://dcimg8.dcinside.co.kr/viewimage.php?id=22b0d12de4c13d&no=24b0d769e1d32ca73deb87fa11d02831de04ca5aee4f7f339edb1c2bda44782a8f6ca53856bcfa929719833d1b1ba5506125588aeff79d83987489dd9243f652b06aa579ed5cdb8bb37c013222687fa5a9282f59117e5b1aad07b15b5c999a947cf6cdd6e34de6
130,1,오우가,,37.56198826,126.9872287,,,,https://www.reportworld.co.kr/data/preview/2018/11/data1463840_001_b.gif
131,1,원조할머니두부집,,37.60817403,126.9575829,,,,https://fastly.4sqi.net/img/general/600x600/38071873_GJPGL4-GnLGBLNvbJBtVD3LkyilZIZZKtLCBpt0h52Y.jpg
132,1,미진,,37.57084821,126.9798041,,,,https://d2uja84sd90jmv.cloudfront.net/posts/uN6WZrLMUgH4emdXqxBoTQ/m.jpg
133,1,[백년가게]하나로회관,,37.57209261,126.9853702,,,,http://post.phinf.naver.net/MjAxODExMzBfMjcz/MDAxNTQzNTQzOTE5MjI0.-cDxGEww0USwU66Mkj4_0NAXoig8RPPVNeahjHZaYBMg.R1jV7XESQxGSi_VSfAy_ClsSlAIoS4oEYunOYYEODkMg.PNG/IwvlEsXdXGtv_PDsuEhkRibqE-6M.jpg
134,1,낙지한마당,,37.52177796,126.9266298,,,,https://ldb-phinf.pstatic.net/20150901_97/1441040061248Qxi5J_JPEG/157153546437309_1.jpeg
135,1,전주유할머니비빔밥,,37.56298799,126.9783378,,,,http://img.ezmember.co.kr/cache/board/2014/04/22/7049f912225e92ee629e86190b0ea3fc.jpg
136,1,백제삼계탕,,37.56338805,126.9840706,,,,http://tong.visitkorea.or.kr/cms/resource/16/1291116_image2_1.jpg
137,1,백곰막걸리,,37.52600167,127.0371085,,,,https://i.pinimg.com/originals/ae/96/64/ae9664580d3f21df94dcdce415686956.jpg
138,1,박석고개,,37.5817723,126.9995714,,,,https://dbscthumb-phinf.pstatic.net/2765_000_172/20181218170950316_XZGEZ8NQC.jpg/1241682.jpg?type=m4500_4500_fst
