userId,itemId,rating
6,214,1.2
6,51,0.7
6,141,4.4
6,351,1.7
6,765,2.1
6,287,2.3
6,612,0.1
6,797,3.5
6,580,1
6,15,4.4
6,875,4.9
6,571,0
6,568,3.3
6,660,4.5
6,452,4
6,799,1.3
6,153,3
6,232,4.8
6,99,2.2
6,27,2.1
6,282,0.4
6,68,1
6,129,1.5
6,503,4.2
6,17,0.8
6,655,3.5
6,69,3.7
6,567,4
6,237,3.2
6,52,1.7
6,972,3
6,272,4.2
6,666,3.9
6,243,2
6,374,4.9
6,976,4.5
6,472,0.9
6,348,1.8
6,206,1.1
6,126,0.6
7,460,0.2
7,934,1.5
7,212,2.2
7,132,4.1
7,366,0.5
7,185,2.4
7,935,3.1
7,939,4.8
7,723,1.8
7,849,2.7
7,741,4.4
7,409,2.9
7,301,1.4
7,221,3
7,58,2.1
7,617,3.2
7,125,0.7
7,445,0.7
7,444,4.9
7,477,4.2
7,737,2.9
7,165,3.6
7,704,2.1
7,373,0.7
7,804,2.7
7,680,4.7
7,912,3.7
7,572,2.1
7,539,3.6
7,148,0.1
7,876,3.2
7,991,3.2
7,982,3.3
7,156,4.3
7,842,0.3
7,619,4.4
7,474,2.6
7,614,0.6
7,802,0.2
7,437,3.9
7,559,4.7
7,395,3.1
7,569,4.5
7,487,1
7,474,2
7,324,1.8
7,1017,1.5
7,374,3.9
7,768,4.3
7,277,1.8
7,95,1.6
7,815,1
7,685,0.5
7,611,2.8
7,507,2.1
7,1000,3.5
7,116,3.9
7,441,4.8
7,734,2.2
7,474,0.8
7,731,2.7
7,365,3.5
7,234,0.8
7,847,4.2
7,854,2
7,336,3.7
7,449,4.5
7,136,4.4
7,987,3.7
7,438,3.8
7,514,4.4
7,763,1.6
7,932,4.3
7,533,0
7,808,1.4
7,373,1.2
7,532,0.8
7,364,2.3
7,453,0.9
7,277,0.9
7,484,4.2
7,354,1.3
7,178,1.6
7,53,1.7
7,650,0.4
7,724,3.1
7,802,3.5
7,909,0.3
7,538,1.5
7,58,2.4
7,488,4
7,566,4.2
7,799,3.4
7,909,2.5
7,399,3.4
7,259,0
7,973,1.6
7,395,4.2
7,793,3
7,140,3.6
7,513,0.7
7,550,4.8
7,74,0.5
7,499,2.3
7,58,2.9
7,1035,0.8
7,3,3.4
7,595,0.3
7,313,4.4
7,48,2.4
7,530,2.5
7,492,2.4
7,614,1.4
7,115,4.6
7,761,2.6
7,562,0.7
7,902,3.4
7,836,0.4
7,159,1.4
7,1027,1.2
7,827,4.3
7,886,0.2
7,458,4
7,227,2.7
7,90,4.4
7,771,2
7,72,2.4
7,716,2.5
7,20,0.6
7,488,2.7
7,811,4.8
7,299,3.4
7,56,4.5
7,149,2.9
7,734,2.6
7,719,1.8
7,352,3.1
7,638,0.2
7,736,2.2
7,404,0.5
7,992,1.8
7,624,0.3
7,484,3.9
7,505,2.2
7,904,4.7
7,346,4.6
7,401,0.4
7,218,2.4
7,805,0
7,76,2.6
7,273,1.8
7,248,2.9
7,301,4.2
7,379,1.3
7,612,4.6
7,570,3.7
7,688,4.3
7,1028,3.7
7,513,1.8
7,349,2.1
7,585,4.2
7,305,3.6
7,753,0.6
7,535,3.3
7,223,0.7
7,1005,4.3
7,53,4.8
7,362,0.2
7,736,0.5
7,984,3.2
7,547,4.1
7,480,1
7,511,2.4
7,929,2.5
7,369,1.3
7,541,2.3
7,936,1.2
7,659,3.8
7,944,2.4
7,993,2.3
7,414,3.3
7,645,4.7
7,932,0.4
7,340,1.4
7,216,4.6
7,890,3.3
7,904,1.6
7,915,4.7
7,342,0.4
7,64,0.4
7,180,4
7,920,2
7,166,4.1
7,728,2.7
7,728,3.3
7,946,0.6
7,678,3.7
7,1000,4.4
7,197,1.6
7,147,2.8
7,510,1.6
7,928,0.2
7,514,0.8
7,89,2.1
7,274,2.5
7,44,4.4
7,28,3.9
7,664,4
7,550,3.2
7,647,2.6
7,424,0.1
7,368,3.1
7,709,1.5
7,510,2.4
7,895,5
7,315,1.6
7,748,3.1
7,194,4.1
7,941,2
7,165,3.6
7,540,4.9
7,292,2.2
7,216,1.1
7,675,4
7,904,1.1
7,359,2
7,488,1.4
8,432,5
8,926,3
8,578,1.6
8,288,4.6
8,661,2.8
8,222,3.3
8,979,2.2
8,363,1.4
8,601,4
8,445,4.4
8,541,2.7
8,638,0.7
8,338,0.2
8,60,2.1
8,884,1.6
8,895,3.6
8,672,3.4
8,601,4
8,137,3.4
8,336,1.5
8,1019,3.7
8,768,1.4
8,687,2
8,536,4.4
8,106,2.6
8,447,4.8
8,919,1.6
8,114,0.6
8,149,2.8
8,599,4.5
8,80,3.3
8,403,1.8
8,688,0.6
8,282,2.4
8,886,1.7
8,198,1.7
8,564,0
8,6,3
8,30,2
8,469,0.9
8,804,4.4
8,278,0.6
8,651,1.7
8,17,0.9
8,165,1.4
8,252,3
8,331,1.8
8,966,3.2
8,972,4.4
8,825,2.7
8,856,0.7
8,21,0.5
8,931,2.1
8,832,4.3
8,575,0.5
8,892,1.3
8,276,3.3
8,585,0.6
8,862,2.4
8,201,2.2
8,132,0.7
8,872,0.5
9,13,4.6
9,290,0.9
9,469,2.8
9,1006,4.3
9,71,2.7
9,409,3.3
9,1007,2.5
9,60,1.6
9,776,3.7
9,726,2.1
9,191,1.6
9,185,2.5
9,106,3
9,844,3.7
9,405,0.5
9,315,1.1
9,858,4.1
9,60,4.4
9,53,4.6
9,66,1.3
9,508,1.9
9,822,1.3
9,640,1.7
9,282,3.9
9,4,1.3
9,839,0.4
9,959,3.4
9,503,2.3
9,404,4.2
9,903,4.9
9,407,0.9
9,397,4.2
9,444,1.2
9,773,5
9,427,4.4
9,793,5
9,583,1.2
9,568,4.7
9,100,3.1
9,179,4
9,568,1.9
9,884,4.9
9,689,2.2
9,356,3.2
9,416,2.1
9,87,1.3
9,936,2.5
9,963,1.5
9,459,3.7
9,828,3.9
9,342,3.1
9,887,1.7
9,142,3.9
9,475,1.8
9,154,0.3
10,731,4
10,485,3.7
10,813,0.4
10,970,4.4
10,709,4
10,3,1.9
10,674,2.9
10,185,0.5
10,908,1.9
10,122,0.8
10,760,2.2
10,80,0.8
10,72,5
10,117,2.1
10,401,1.2
10,133,2.5
10,490,3.6
10,956,0.5
10,632,1
10,42,1.7
10,1026,2.1
10,894,2.2
10,77,1.3
10,417,0.5
10,896,4.6
10,10,0.6
10,490,4.9
10,262,5
10,291,2.7
10,678,4.8
10,77,3.7
10,682,2.8
10,559,3.2
10,0,3.6
10,447,4.1
10,603,4
10,92,2.2
10,1035,4.9
10,612,1.1
10,315,4.3
10,327,1.7
10,95,1.6
10,963,3.1
10,484,4.6
10,973,1.1
10,13,1
10,475,2.4
10,831,4.6
10,74,0.1
10,225,1
10,529,3.8
10,180,2.3
10,571,2.3
10,765,0.5
10,553,4.7
10,341,2
10,203,1.8
10,570,4
10,288,2.5
10,962,0.6
10,113,3.1
10,778,0.6
10,853,3.8
10,797,2
10,891,5
10,705,3
10,23,4.2
10,876,0.9
10,502,3.7
10,378,2.2
10,1019,3.1
10,726,4.4
10,797,1.9
10,788,1.5
10,1018,2.4
10,579,0.2
10,685,1.7
10,936,4.8
10,189,2.7
10,346,4.9
10,346,2.4
10,224,0.7
10,372,4.9
10,86,2.9
10,1020,1.1
10,313,4.4
10,684,4.6
10,448,3.7
10,450,2.9
10,714,3.4
10,510,0.6
10,772,3.6
10,576,2.3
10,936,0.6
10,419,3.5
10,115,1.1
10,766,4.5
10,680,2.9
10,216,1.1
10,886,4.1
10,713,0.8
10,144,0.1
10,271,5
10,83,1
10,71,2.7
10,1006,3.5
10,276,3.7
10,388,1.5
10,967,2.8
10,353,1.7
10,527,5
10,945,3.4
10,982,0.4
10,218,2.4
11,915,0.8
11,179,1.6
11,3,4.7
11,711,0.3
11,716,1.7
11,325,1.3
11,558,0.4
11,604,3.8
11,83,1
11,132,4.2
11,58,1.5
11,677,0.7
11,128,4.7
11,634,4.5
11,125,0.2
11,232,0.3
11,984,3.8
11,293,1.1
11,772,3.7
11,391,3
11,256,3.9
11,905,2.2
11,972,3.8
11,249,2.3
11,613,0.4
11,549,2.3
11,678,2.5
11,540,5
11,421,1.9
11,527,3.1
11,30,0.7
11,665,4.3
11,412,2.3
11,872,2.6
11,862,3.9
11,813,2.4
11,131,3
11,193,2
11,125,1.8
11,769,2.3
11,44,2.6
11,703,4.8
11,148,2.2
11,330,1
11,37,2.4
11,226,0.4
11,772,1.5
11,496,0.6
11,33,4.9
12,300,4.1
12,646,0.4
12,270,0.2
12,382,3.1
12,552,4.9
12,1013,1.5
12,229,2.3
12,457,5
12,916,3.7
12,702,4.7
12,785,0.1
12,787,3
12,118,3.1
12,644,3.2
12,547,0.9
12,430,1.2
12,181,4.3
12,975,2.1
12,261,1
12,259,1.3
12,777,4.3
12,31,0.7
12,560,1.8
12,394,1.3
12,427,0.2
12,806,0.1
12,300,2.2
12,1018,2.5
12,85,1.4
12,700,1.3
12,20,4
13,173,2.9
13,655,0.5
13,27,1.6
13,1026,2
13,120,1.3
13,14,3.9
13,507,0.2
13,1027,0.6
13,326,4.7
13,167,0.7
13,265,2
13,618,0.2
13,295,1.1
13,449,3.5
13,621,1.7
13,286,5
13,507,3.3
13,969,4.9
13,887,4.7
13,401,2.9
13,743,2.8
13,443,1.8
13,506,0.5
13,385,1.9
13,558,0.8
13,643,3.6
13,579,2.5
13,949,4.7
13,883,4.5
13,653,4.1
14,318,3.2
14,984,1.8
14,771,2.4
14,285,0.2
14,663,0.6
14,602,2.3
14,928,1.7
14,243,2.9
14,824,1.3
14,387,1.6
14,871,3.7
14,316,4
14,859,1.3
14,275,1
14,896,1.3
14,75,3.4
14,888,4.9
14,257,3.8
14,1031,0.5
14,897,3
14,426,2.1
14,193,0.7
14,358,1.3
14,456,4.9
14,406,3.6
14,541,0.2
14,507,3.5
14,310,3.1
14,168,1.2
14,223,4.9
14,857,2.8
14,634,2.5
14,206,2.3
14,182,3.8
14,883,3.3
14,830,0.2
14,651,2.8
14,276,2.6
14,42,3.9
14,533,1.4
14,917,0.1
14,731,1.1
15,640,0.1
15,135,0.1
15,993,0.8
15,620,2.7
15,6,2.7
15,355,3.6
15,675,3.7
15,866,4.1
15,726,2.7
15,222,2.4
15,559,1.3
15,885,1.2
15,1006,2.9
15,363,2.4
15,909,1
15,403,1.2
15,738,1.2
15,102,3.7
15,552,2.8
15,954,4.7
15,824,2.7
15,723,2.3
15,902,2.5
15,813,3.9
15,232,3.5
15,436,2
15,382,4.6
15,1031,4.7
15,691,1.1
15,186,4.4
15,603,0.7
15,185,3.5
15,494,2.9
15,31,2
16,297,3.8
16,82,2.8
16,5,1.7
16,606,4
16,580,4.2
16,854,2.1
16,664,2.7
16,509,1.5
16,965,0.7
16,622,2.8
16,412,2.6
16,888,3.8
16,756,1.3
16,896,3
16,35,3.6
16,773,3.5
16,55,4.1
16,981,3
16,681,0.3
16,565,0.8
16,897,4.7
16,697,2.2
16,27,4.4
16,126,2.2
16,841,1.3
16,194,0.1
16,997,1.5
16,757,3.6
16,849,4.1
16,671,4.4
16,518,3.5
16,590,0.8
16,660,0.6
16,579,3.3
16,303,1.9
16,389,0.7
16,734,0.9
16,359,3.3
16,487,3.4
16,207,3.6
16,721,4.4
16,139,1.8
17,664,2.6
17,1009,2.5
17,94,2.2
17,920,2.9
17,383,2.2
17,101,0.8
17,129,1.9
17,628,2
17,597,2.8
17,746,0.8
17,643,0.3
17,142,2
17,881,3.5
17,536,2.6
17,312,4.3
17,621,5
17,601,4.8
17,615,2.5
17,360,2.4
17,618,2.8
17,431,0.2
17,194,0.5
17,450,2.8
17,826,2.5
17,741,4.5
17,257,3
17,761,0.5
17,179,1.3
17,719,0.1
