7,373,1.5
7,277,2.6
7,319,4.9
7,516,1.3
7,139,3.8
7,189,0.3
7,23,0.5
7,441,3.3
7,312,0.5
7,97,1.6
7,132,1.3
7,513,3.5
7,126,1.1
7,314,0.6
7,117,3.0
7,501,3.2
7,87,2.7
7,475,1.7
7,27,2.7
7,89,4.6
7,495,1.3
7,193,1.8
7,334,4.5
7,490,0.1
7,29,1.5
7,525,0.7
7,44,4.3
7,61,4.5
7,520,2.1
7,360,2.1
7,470,2.9
7,480,1.1
7,420,0.9
7,300,4.2
7,183,3.0
7,164,2.2
7,380,1.5
7,216,4.4
7,177,4.1
7,273,3.8
7,378,1.8
7,333,2.3
7,220,2.6
7,508,2.2
7,91,3.1
7,453,1.7
7,262,0.1
7,147,4.1
7,294,1.6
7,285,3.6
7,200,0.7
7,385,1.6
7,273,3.4
7,401,2.4
7,242,0.5
7,134,2.8
7,508,4.3
7,202,3.3
7,376,2.2
7,363,2.9
7,27,0.5
7,294,1.4
7,390,3.9
7,164,3.5
7,82,4.2
8,378,4.4
8,70,4.5
8,78,0.1
8,504,4.4
8,470,4.3
8,103,3.3
8,316,2.1
8,84,0.0
8,525,1.6
8,495,4.2
8,170,0.7
8,510,0.5
8,380,1.3
8,398,0.2
8,472,0.1
8,266,4.4
8,456,1.4
8,301,0.8
8,67,2.8
8,289,2.7
8,404,3.4
8,7,4.0
8,76,0.3
8,417,2.1
8,466,0.4
8,505,1.2
8,90,1.4
8,245,3.3
8,434,1.5
8,44,0.6
8,167,1.9
8,173,0.4
8,511,4.3
8,84,3.5
8,262,4.6
8,100,0.3
8,10,2.5
8,303,1.2
8,104,4.6
8,162,1.8
8,428,0.6
8,364,2.2
8,514,1.7
8,85,1.0
8,313,1.3
8,315,1.5
8,309,3.9
8,511,1.8
8,230,4.7
8,500,4.5
8,120,3.4
8,465,0.8
8,524,1.0
8,42,0.1
8,316,3.6
8,273,2.7
8,158,2.6
8,446,3.8
8,283,4.2
8,112,3.2
8,326,2.5
8,34,3.0
9,83,1.9
9,519,1.7
9,342,3.8
9,164,3.6
9,215,0.0
9,45,1.8
9,244,2.6
9,54,3.0
9,257,0.5
9,478,2.8
9,148,0.6
9,190,1.9
9,352,2.1
9,108,2.7
9,36,3.5
9,466,3.3
9,412,3.3
9,424,0.5
9,507,3.7
9,79,1.5
9,225,4.6
9,86,3.7
9,194,2.8
9,249,0.7
9,439,0.1
9,96,3.1
9,185,2.4
9,97,1.0
9,521,0.1
9,54,4.5
9,321,4.9
9,402,4.8
9,259,0.9
9,131,2.2
9,509,3.0
9,418,0.3
9,482,4.1
9,15,0.1
9,354,1.1
9,331,2.9
9,99,4.0
9,531,1.7
9,304,2.7
9,49,4.3
9,125,4.5
9,404,4.8
9,227,4.5
9,169,4.4
9,188,3.4
9,280,2.9
9,85,2.0
9,435,2.1
9,61,4.1
9,248,4.4
9,81,3.1
10,252,0.3
10,75,3.5
10,500,0.9
10,492,4.2
10,278,0.2
10,426,1.1
10,339,0.7
10,386,0.7
10,316,0.6
10,224,2.1
10,502,2.4
10,417,0.9
10,90,0.8
10,27,4.9
10,259,3.5
10,65,1.5
10,224,3.2
10,445,2.4
10,313,3.3
10,16,5.0
10,83,1.6
10,392,2.9
10,363,2.2
10,136,4.0
10,485,3.6
10,88,2.3
10,249,3.8
10,30,1.5
10,490,1.8
10,266,3.7
10,148,2.7
10,169,2.4
10,347,3.4
10,366,4.6
10,195,3.6
10,171,1.1
10,42,4.6
10,379,1.7
10,247,4.2
10,146,4.3
10,17,4.1
10,201,0.9
10,219,2.6
10,6,3.0
10,81,2.6
10,377,3.6
10,482,0.9
10,311,4.3
10,135,4.9
10,262,3.6
10,58,1.6
10,85,4.7
10,99,2.1
10,202,2.6
10,225,1.7
10,19,2.5
10,340,4.0
10,526,1.0
10,275,2.2
10,392,1.4
10,88,4.0
10,348,3.3
10,262,3.6
10,86,0.5
10,185,1.6
10,519,4.5
10,470,1.4
10,352,2.6
10,86,2.6
10,488,3.7
10,312,2.4
10,321,1.7
10,428,1.9
10,170,4.2
10,55,1.8
10,277,4.3
10,282,3.9
10,202,3.5
10,295,1.0
10,450,2.4
10,42,1.9
10,300,3.6
10,59,4.8
10,41,2.0
10,199,4.9
10,210,0.5
10,417,4.2
10,423,3.1
10,324,3.9
10,40,3.8
10,432,0.7
10,320,3.6
10,99,1.5
10,169,4.6
10,143,4.7
10,293,2.6
10,487,0.8
10,113,0.9
10,318,3.1
10,36,4.9
10,525,4.5
10,94,2.4
10,242,0.8
10,234,2.6
10,529,3.5
10,493,3.0
10,62,2.2
10,115,3.2
10,321,2.0
10,190,1.1
10,180,0.8
10,344,0.9
10,330,3.6
10,29,4.3
11,500,1.6
11,385,3.1
11,283,3.4
11,262,1.2
11,38,3.4
11,395,1.6
11,14,2.7
11,361,1.4
11,190,3.8
11,523,1.0
11,40,4.6
11,460,0.2
11,12,3.1
11,319,1.0
11,47,3.7
11,131,2.1
11,87,3.0
11,171,1.1
11,297,2.1
11,178,2.2
11,16,1.6
11,383,3.2
11,469,2.2
11,416,0.6
11,136,2.1
11,456,4.4
11,459,4.8
11,228,3.8
11,160,4.0
11,100,4.5
11,252,2.3
11,2,0.1
11,444,4.7
11,166,4.3
11,207,0.0
11,146,1.6
11,368,3.8
11,109,1.2
11,71,4.6
11,172,2.2
11,117,1.2
11,85,2.2
11,49,0.3
11,55,2.1
11,62,3.5
11,97,1.1
11,400,2.0
11,311,3.1
11,214,1.2
12,170,4.0
12,491,2.6
12,11,4.0
12,225,2.8
12,39,1.0
12,18,1.4
12,213,4.4
12,420,4.7
12,274,3.7
12,158,3.0
12,469,2.8
12,194,0.9
12,119,1.6
12,204,4.6
12,51,0.4
12,17,2.3
12,446,3.9
12,318,2.1
12,45,0.1
12,369,0.8
12,276,1.2
12,437,1.5
12,180,0.9
12,312,1.1
12,148,2.2
12,297,0.4
12,255,0.5
12,4,3.1
12,510,3.1
12,123,2.8
12,526,1.5
13,414,1.8
13,79,1.4
13,369,3.6
13,398,1.1
13,171,0.7
13,33,1.0
13,217,3.8
13,75,4.7
13,424,3.6
13,321,3.2
13,66,1.7
13,60,2.9
13,494,1.4
13,148,0.5
13,360,4.9
13,240,4.5
13,503,4.0
13,57,0.5
13,450,1.2
13,98,4.7
13,135,1.0
13,307,1.6
13,187,1.6
13,384,0.8
13,486,3.8
13,321,3.7
13,9,3.4
13,417,0.8
13,286,4.2
13,300,3.8
14,438,2.6
14,104,1.2
14,92,4.5
14,110,0.1
14,506,1.7
14,481,1.6
14,431,1.2
14,224,2.3
14,270,1.6
14,203,3.9
14,195,4.2
14,363,0.3
14,50,3.2
14,286,4.3
14,387,3.4
14,451,0.5
14,306,2.6
14,392,3.2
14,453,3.5
14,485,0.7
14,155,0.3
14,172,4.2
14,514,4.0
14,457,4.2
14,9,1.3
14,363,2.4
14,375,3.1
14,479,2.9
14,435,1.1
14,186,4.5
14,88,1.4
14,187,3.1
14,104,4.3
14,90,3.8
14,432,1.1
14,450,4.1
14,258,2.3
14,170,0.2
14,116,3.2
14,263,0.6
14,30,3.4
14,310,5.0
15,448,2.6
15,261,3.4
15,255,4.2
15,210,0.2
15,181,4.1
15,373,0.1
15,290,4.5
15,418,1.2
15,103,2.1
15,385,2.3
15,502,2.3
15,280,4.1
15,476,4.9
15,50,0.1
15,105,0.3
15,405,0.6
15,530,2.8
15,67,2.2
15,138,1.1
15,288,4.9
15,396,2.7
15,1,0.1
15,424,1.4
15,266,4.2
15,15,1.5
15,436,2.5
15,313,3.4
15,141,2.8
15,133,3.7
15,310,1.4
15,322,3.4
15,245,1.0
15,382,4.0
15,117,2.1
16,17,0.2
16,136,1.9
16,401,1.1
16,382,4.8
16,330,3.3
16,180,3.9
16,320,0.5
16,61,0.6
16,184,2.7
16,379,4.7
16,156,3.7
16,37,2.1
16,375,3.7
16,7,4.8
16,383,4.1
16,519,2.4
16,367,4.4
16,222,0.9
16,199,0.5
16,90,1.2
16,349,1.8
16,241,0.7
16,57,2.7
16,321,4.4
16,519,1.2
16,204,4.6
16,397,2.8
16,72,3.3
16,86,2.1
16,435,4.4
16,436,0.1
16,490,4.9
16,433,2.3
16,530,0.5
16,63,0.5
16,85,2.4
16,221,0.3
16,525,1.1
16,407,3.2
16,192,4.0
16,366,4.1
16,51,2.1
17,259,0.3
17,362,1.9
17,285,4.1
17,96,4.7
17,326,3.9
17,120,1.5
17,86,4.1
17,522,1.9
17,140,1.2
17,196,4.8
17,295,3.5
17,249,1.0
17,45,0.6
17,57,2.2
17,222,2.7
17,437,1.8
17,339,1.7
17,34,2.9
17,331,3.1
17,270,3.4
17,504,2.6
17,226,1.8
17,525,0.2
17,70,4.3
17,272,4.7
17,154,3.1
17,409,0.3
17,150,2.9
17,344,2.5
