ID,지역코드,명칭,주소,위도,경도,개요,이용시간,이미지
36,9,신화워터파크,,33.30725953,126.319748,,,http://post.phinf.naver.net/MjAxOTA5MDZfNTQg/MDAxNTY3NzYyMDQ0NDM2.atK010ZqV4KZhIpMFQZ3tpXileD02FVsdr428Juz4JQg.BNmWZzE3L_-J3UPE8w6KtpNpeOEkhoPeqJGxLmZxbx4g.JPEG/IpHH927EU2uMPV4LRi4AwOjbE0Ds.jpg
37,9,약천사(제주),,33.24536563,126.4496742,,,http://tong.visitkorea.or.kr/cms/resource/16/2640016_image2_1.jpg
38,9,고살리 숲길,,33.31729338,126.5984791,,,https://post-phinf.pstatic.net/MjAyMTA4MTZfMTE3/MDAxNjI5MDc4MzI2MDE4.0fJre2-Gn0eLtl-BMITMqSvHVy63-KFiueiPQMwdzEcg.NYJMfcPV3E5w6WETS80r1XQhi1zmnruCFh4ajDvEBuIg.JPEG/IinZHAqJBhwx7SkwP9sJKY7iasQ0.jpg?type=m4500_4500_fst
39,9,성산세화해안도로,,33.51009092,126.9065285,,,http://tong.visitkorea.or.kr/cms/resource/16/2799516_image2_1.jpg
40,9,김녕항 / 김녕포구,,33.55807736,126.7400447,,,http://tong.visitkorea.or.kr/cms/resource/25/2800225_image2_1.jpg
41,9,선흘2리마을,,33.45690759,126.7142937,,,http://imgnews.naver.net/image/5710/2019/09/02/0000005153_001_20190902001750106.jpg
42,9,이중섭 문화거리,,33.24763941,126.5640059,,,http://imgnews.naver.net/image/5164/2014/06/04/71bc0ef708f7ccc4f1f14974bbb46b2c153832_59_20140604110304.jpg
43,9,조랑말체험공원,,33.38333551,126.7358351,,,http://post.phinf.naver.net/MjAxNzA0MjdfMTc1/MDAxNDkzMjU2NTUzNjUx.7NUr3ukqbNWoMh_Svw7QXZp6KbqveB3qam2ZaBZKzHAg.zoXRf7X_d_UTMfy-_U9oUB-p-hrAzj3kNeYeX7WieAMg.JPEG/INVgMcl-ARpASxEl4C9J3tDMVq3M.jpg
44,9,하멜기념비,,33.23374812,126.31465,,,http://imgnews.naver.net/image/001/2017/08/14/PYH2017081411110005600_P2_20170814134815569.jpg
45,9,새별오름,,33.36736458,126.3570489,,,https://resource.tranggle.com/track_image/origin/2021/09/MjAyMTA5MjExNzAzMzJJbWFnZTAxKGRsZjYwODdAbmF2ZXIuY29tLTIwMjEwOTIxXzE3MDM0MSk=.jpg
46,9,서귀진지,,33.2432288,126.5648115,,,http://imgnews.naver.net/image/003/2010/06/14/NISI20100614_0003000599_web.jpg
47,9,구두미포구,,33.23706054,126.5968255,,,http://tong.visitkorea.or.kr/cms/resource/17/2800317_image2_1.jpg
48,9,신산공원,,33.5052799,126.5337916,,,http://post.phinf.naver.net/MjAxNzA0MTFfNTMg/MDAxNDkxOTIxMzYyMjU0.TuW5c_wqZl9ZzfGrGu2h6LjRDSqMd7NcSo_ngQyqGfgg.M9LHWb__lqNRYbNEcmMFWDrXRtWn2KNC0V35ZcTr_Mgg.JPEG/I7ncOz8VZCm2wI4dSVBBtlhSHqxo.jpg
49,9,고내포구,,33.4670588,126.337915,,,http://here.busan.com/data/editor/1805/c338d48a249f90ff91e62019172d1a19_1525409298_6722.jpg
50,9,한림항,,33.41909071,126.2625727,,,http://imgnews.naver.net/image/001/2022/07/08/PYH2022070812540005600_P4_20220708152511323.jpg
51,9,불탑사(제주),,33.52915884,126.5978743,,,http://imgnews.naver.net/image/5452/2018/04/23/0000034708_002_20180423190633385.jpg
52,9,사라봉(모충사) 의병항쟁기념탑,,33.51617335,126.5470457,,,https://dbscthumb-phinf.pstatic.net/2765_000_362/20200206065812359_DO0S2TOYF.jpg/10812891.jpg?type=m4500_4500_fst
53,9,서귀포 예래생태마을,,33.25425828,126.3979423,,,http://imgnews.naver.net/image/5267/2016/08/03/282670_182886_0108_99_20160803140304.jpg
54,9,신풍 신천 바다목장,,33.35600169,126.8638108,,,http://post.phinf.naver.net/MjAyMTA4MDRfMTE0/MDAxNjI4MDg1MTc0NzU3.9shbsiFG7UFQVZ7DsBNqgp7vVVi4YFE0SgsN_isVbc8g.qEtUBltlZFwhSk6rjzO6f7lEaMHEqjXMBdnDRnA2Rg4g.JPEG/ISCAbcBOuTj7aY0bYKcMMTOS_lhc.jpg
55,9,고배기동산,,33.33083012,126.3817115,,,https://cdn.clien.net/web/api/file/F01/12921189/19cc6f0155308d.jpg?w=780&h=30000
56,9,제주향교,,33.51115952,126.5158347,,,http://imgnews.naver.net/image/5104/2017/10/29/2023569_138014_3051_20171029184110108.jpg
57,9,화북포구,,33.52553648,126.5645634,,,https://resource.tranggle.com/board_v3/story/2022/20220424/122237_b34727aae0ce08efd1348c531d8710843ff56c84_960x.jpg
58,9,한라생태숲,,33.43194182,126.5982321,,,http://post.phinf.naver.net/MjAxOTA1MTVfOTQg/MDAxNTU3OTAzMzc5ODQ3.sFr9p8Vy_NfFBdXP62V3u80LJ73E5DyvY3V-8VVx5ocg.tk-qGZG1_iGS3N2zbmIt2gujboxy9s6fgvTbDvkRZ9sg.JPEG/I0lmt5lmLlUxR442PIU_S9EQuyxw.jpg
59,9,한라산 (제주도 국가지질공원),,33.39273062,126.4948725,,,http://imgnews.naver.net/image/5415/2021/11/30/0000167531_001_20211130083202365.png
60,9,보덕사(제주),,33.49170361,126.532492,,,http://imgnews.naver.net/image/5019/2010/11/26/50190000035032_0.jpg
61,9,소인국테마파크,,33.29071973,126.3221787,,,https://dbscthumb-phinf.pstatic.net/2765_000_165/20181212025746231_OTI9TCDBU.jpg/451844.jpg?type=m4500_4500_fst
62,9,우도(해양도립공원),,33.51950171,126.95103,,,http://imgnews.naver.net/image/5710/2019/07/12/0000004261_001_20190712180514236.png
63,9,월령포구,,33.3785528,126.2163109,,,http://imgnews.naver.net/image/5264/2022/02/18/0000597159_002_20220218175601819.jpg
64,9,제주양떼목장,,33.41138206,126.3652278,,,http://tong.visitkorea.or.kr/cms/resource/30/2800530_image2_1.jpg
65,9,신창풍차해안도로,,33.34344769,126.1739015,,,https://dbscthumb-phinf.pstatic.net/2765_000_323/20190123040659082_5RH6AU4AL.jpg/8495986.jpg?type=m4500_4500_fst
66,9,성산포JC공원,,33.43921268,126.909105,,,http://post.phinf.naver.net/MjAyMjA4MTBfMTMx/MDAxNjYwMDk3NzE4NDc2.UEDKb6kPZY3wcHJjRCCMlM7XBIm19VZRggknywr5He4g.4JQ70W28meuortnN-pGJfNs43QzvZa3rub9roRj_hasg.JPEG/Is6rPZxx5XXqyIr1x1GczhSippsc.jpg
67,9,사수항,,33.50962856,126.4795267,,,https://dbscthumb-phinf.pstatic.net/2818_000_36/20211216205119627_WBLG8DF3D.jpg/2800129_image2_1.jpg?type=m4500_4500_fst
68,9,대포해안,,33.23802162,126.4260597,,,http://post.phinf.naver.net/MjAyMDA5MjJfMjcw/MDAxNjAwNzY0NDk3ODI2.ZXJe6jhxppSfE2IouoMlIdokD83xv7d7sJW_vnBQ1IQg.PDDV4CeMejSmpi-7nRGMFbFclUhBERw3g6jfRhgHqqQg.JPEG/IioOBnG0xv40sPAo1xGKmG0g39Po.jpg
69,9,금능해수욕장,,33.38983796,126.2353396,,,https://steemitimages.com/0x0/https:/ipfs.busy.org/ipfs/QmdGhGVoZgKY5KVEyQcXoKWz268MfuUkEZyQwL7XsNLkBd
70,9,송악산,,33.19945153,126.2907751,,,https://modo-phinf.pstatic.net/20220713_266/1657705927865mOPFo_JPEG/mosaD2kPHe.jpeg
71,9,형제섬,,33.20801477,126.3092289,,,https://c1.staticflickr.com/5/4231/35624227785_bbdb3ea277_b.jpg
72,9,카멜리아힐,,33.28989832,126.3682664,,,https://d2uja84sd90jmv.cloudfront.net/posts/nBVfAW1zuRBGhuDUmxXDZg/m.jpg
73,9,세천포구,,33.26961374,126.6741708,,,http://tong.visitkorea.or.kr/cms/resource/33/2800533_image2_1.jpg
74,9,수월봉과 차귀해안,,33.29412242,126.1630063,,,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=d6c66bfd-a3f8-4e32-9852-44a9c9ff6b56
75,9,삼양 나이롱책방,,33.52487029,126.5895557,,,http://tong.visitkorea.or.kr/cms/resource/31/2794231_image2_1.jpg
76,9,강정포구,,33.22716248,126.4750196,,,https://dbscthumb-phinf.pstatic.net/5701_000_4/20190614212149930_PSA7UP4LJ.jpg/ZG9jdTY5fDM0NzI0.jpg?type=m936&autoRotate=true
77,9,제주러브랜드,,33.45210729,126.4883912,,,https://dbscthumb-phinf.pstatic.net/2765_000_227/20181224233656888_4Y748HLA5.jpg/704068.jpg?type=m4500_4500_fst
78,9,아부오름,,33.4476124,126.7773495,,,http://post.phinf.naver.net/MjAxNzAzMTBfMTg0/MDAxNDg5MTA2MDc0Nzcx.6sdlZqRRYGq2q8Zao8uNCRXdR9QwG7NLvnbtNBV-Asog.fZh0LHxzJuXe3lCVbi0kBOQDZW_nQDYG_jl-bQV_wZIg.JPEG/I_cvEic37T525nWxaFPyXjJDYx5I.jpg
79,9,베릿네오름,,33.24747885,126.4220099,,,http://post.phinf.naver.net/MjAxNzA5MTNfMzAg/MDAxNTA1MzAxODc4OTE0.CG3HjpNec9fNKLafiAUqYrAT1l0C2kYTzKUJIDylawsg.aX7QTCLEcl5-SccI4ow8gkcRBEIOHSPxUJxCNmHNykgg.JPEG/IxY4IMhmLTsSeUUscPjvyrJNaFCU.jpg
80,9,화순금모래 해변,,33.24070043,126.3335149,,,https://dbscthumb-phinf.pstatic.net/2765_000_150/20181207044516520_9UROGR53I.jpg/451679.jpg?type=m4500_4500_fst
81,9,우도 산호해변(서빈백사),,33.50268123,126.9437533,,,http://post.phinf.naver.net/MjAyMTEwMDhfMzIg/MDAxNjMzNjg0MjI5MDYz.zn_9pJpVblCyK3cOWwVk-I2UrdT6THOVJJQsbZrSsjgg.Ls7-A2Cfu2GIGsbDFDQXK11jCIYt3bgm9INrFMENVyQg.JPEG/IRKVzKVgb1-_JL_Rxhy31gnRfBtI.jpg
82,9,순례자의 교회,,33.31983096,126.1805487,,,https://i.pinimg.com/736x/71/a0/29/71a029a27434ccd6a005fc4336d50919--jun.jpg
83,9,제주 우도 천진항 대합실,,33.49283522,126.9515556,,,http://tong.visitkorea.or.kr/cms/resource/26/2799626_image2_1.JPG
84,9,산방굴사(제주),,33.23725605,126.3133473,,,http://imgnews.naver.net/image/018/2018/03/25/0004063486_005_20180325093301399.jpg
85,9,엉덩물계곡,,33.24325982,126.419013,,,https://dbscthumb-phinf.pstatic.net/2818_000_28/20200709153306353_C0IFGPBGA.jpg/2662739_image2_1.jpg?type=m4500_4500_fst
86,9,제주 하도리 철새도래지,,33.52047007,126.8905991,,,http://imgnews.naver.net/image/001/2021/01/19/PYH2020112316150005600_P4_20210119113604483.jpg
87,9,용두암해수랜드,,33.51585882,126.5045689,,,https://dbscthumb-phinf.pstatic.net/2818_000_1/20151211035834763_RRDMY4C7E.jpg/1950440_image2_1.jpg?type=m4500_4500_fst
88,9,제주대 벚꽃길,,33.45794671,126.5624124,,,https://cdn.crowdpic.net/detail-thumb/thumb_d_06E027D1E088E114EFE686595229247B.jpg
89,9,제주별빛누리공원,,33.44457575,126.5492472,,,http://post.phinf.naver.net/20160624_209/1466731204435BIVfd_JPEG/IavPeY4DfoR9Vms4Kso0d-HNS0t8.jpg
90,9,제주 서광다원,,33.30593427,126.2941835,,,http://post.phinf.naver.net/MjAxOTA1MDhfMjc1/MDAxNTU3Mjg1MTIzODE1.8Fs03P_byP7LwpM_iwbifblVReebO9MCNzfIeXU_MBkg.ptgdvDx5yfh-lzHxDqDGvE1px_YIrNuMMW13oXfZe-Ug.JPEG/ILNM_II9zEoUDTRXL7b6Q9xuZoGU.jpg
91,9,제주 동백마을,,33.32039538,126.745183,,,http://post.phinf.naver.net/MjAxODAxMDVfMjQg/MDAxNTE1MTMzMjgxODIw.c5e9MtBUYjNWmLwPOcSZOK4c97l7tGYGYcQ6sz16CXwg.w-uYWp47w9nwnI6v1tEyQaDIlouU1XIKnGi3iAMTz0Mg.JPEG/IZQMykuw2a-LkDBlc6eQVgt6Et-g.jpg
92,9,하귀애월해안도로,,33.47108621,126.3424701,,,http://tong.visitkorea.or.kr/cms/resource/48/2800548_image2_1.jpg
93,9,용머리해안,,33.2322594,126.3145223,,,https://img.theqoo.net/img/DNCEI.jpg
94,9,비체올린,,33.34945605,126.2182392,,,http://post.phinf.naver.net/MjAxODA4MTNfMjEy/MDAxNTM0MTM4ODEzMTEx.YZpz-7e1RcVhYfglhRf2HKHxoCsN9R4uwKc-iQzhkmwg.JeDV1ii-rS6ab-e8OtezOat96bbiBrCL48uWCZ3v6Tog.JPEG/Ir27eXUY7XN_WTlnBC-LyFCuJ_lE.jpg
95,9,소천지,,33.23959908,126.5921064,,,http://imgnews.naver.net/image/022/2022/07/09/20220709507611_20220709154402679.jpg
96,9,금능석물원,,33.38549108,126.2267487,,,https://dbscthumb-phinf.pstatic.net/2765_000_161/20181211041953348_UVBK4VB4R.jpg/645564.jpg?type=m4500_4500_fst
97,9,용두암,,33.51580339,126.511971,,,http://imgnews.naver.net/image/5041/2017/06/04/428290_399465_5014_20170604152107261.JPG
98,9,브릭캠퍼스 제주,,33.45857597,126.4853024,,,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/pd/21/4/8/5/9/7/0/EDYRk/2563485970_B.jpg
99,9,1100고지습지,,33.35767288,126.4630149,,,http://post.phinf.naver.net/MjAxODAyMDhfMTcy/MDAxNTE4MDU1NDg1MjY2.6wfQpQq2qlNmbL3nBdXTD1f6Bp3zyb-57hiSl66bZlgg.YCUhpFhAljlUpG74nqs8SDy9qxvfpWGmRR40SY3AmiEg.JPEG/IImp4OY7pxfUF2xXzi8MrGleaOYM.jpg
100,9,제주성지,,33.5102931,126.5255811,,,http://post.phinf.naver.net/MjAyMDA5MjRfMjQ2/MDAxNjAwOTI4OTQ1MTIw.pCewfe4jySvzELWuP7cqeYidzTNnMZJ6HxC4ailDZVgg.IEMzghgJ6NIJ_UISR66KJ9UaRp0Md_LaBuJxAT9rZYEg.JPEG/IblLAZLWbPsKSjE8vWqpTgTtvUhE.jpg
101,9,한라산 성판악,,33.3848946,126.6203951,,,http://post.phinf.naver.net/MjAyMTAzMTBfNjQg/MDAxNjE1Mzc3NTI0MTM0.sk5Lh-hh5zrswq3nB-ndnNlxAJ6nh65w_-jHxT_PZRog.5Ps2jlWszjZGP0846vCxDzr8aYeC84gB9K8oDFc0Xl4g.JPEG/IaTMik8S2YjecVQmeUIF34sVX5eQ.jpg
102,9,휴애리자연생활공원,,33.30851715,126.6344317,,,http://post.phinf.naver.net/MjAxOTAxMDNfMTcg/MDAxNTQ2NDgwMjI5NTE3.-GCOMZZlM2qnw-7WyXKEuQHlzWfFNXUNkltnj1OlC8cg.R1puVc5jDP8FEpsOXUVtySrgfxURDYz2fPfZzwhMD6Qg.JPEG/Ikfo50HBUegVwPxR82s2hW07ayn4.jpg
103,9,고산일과해안도로 (일과리해안도로),,33.27516355,126.1723198,,,http://tong.visitkorea.or.kr/cms/resource/47/2800647_image2_1.jpg
104,9,제주도예촌,,33.26465181,126.2357229,,,http://imgnews.naver.net/image/5544/2019/04/12/0000203433_001_20190412140847484.jpg
105,9,제주항,,33.52006994,126.5342384,,,https://dbscthumb-phinf.pstatic.net/1475_000_1/20120912183654423_0NUL1IUZB.jpg/ce17_56_i2.jpg?type=m4500_4500_fst_n
106,9,제이엠그랑블루요트,,33.23824404,126.4396058,,,http://post.phinf.naver.net/MjAyMTA3MDZfNDMg/MDAxNjI1NTA3Nzc5NzUy.9N2vcw_19ebmXJt1QZTOhtRrmP1qmhoC6Ve-qDPcj2Mg.DKams4GYOmWXZ3BWaHv3vio1sHh8z69_AYZos7SEY3Ug.JPEG/IMU3wuKtH7ujpInU1g5vbdI2BG0o.jpg
107,9,여미지식물원,,33.25260594,126.4142854,,,http://post.phinf.naver.net/MjAyMjA2MDJfMTM0/MDAxNjU0MTczMjY2NDMy.2EVZStYe7TVuLzhHAYbGZ1euCiK9uOJuR8hsCNdcEOcg.uD2W0ujI7FSFMDc-1yNLwCAYaSI3voojacBq13Wf9cAg.JPEG/I1QbB6-xhe5PRu_DLGT8o00BmCk0.jpg
108,9,수월봉,,33.29478901,126.1634201,,,http://imgnews.naver.net/image/022/2021/04/18/20210417506173_20210418100214654.jpg
109,9,교래자연휴양림,,33.45139616,126.6567238,,,http://post.phinf.naver.net/MjAxODEwMjhfMzkg/MDAxNTQwNzIzODc4Nzkx.m7P7ME2ZnnFZuVi1YQqZ8Fu-3WrtY-BnibTHwdB13hAg.OK3x71TdPrUbhM3kGQEU51cHkkJlHZZ0-vGGkX603TQg.JPEG/I0wUDnr8IH7VkWMpOjQRecXix3g4.jpg
110,9,우도 밤수지맨드라미책방,,33.52075986,126.9484969,,,http://post.phinf.naver.net/MjAxOTA3MzBfMTI4/MDAxNTY0NDUyMzE5MTMy.BOdkrx2Sz58R3Z0RxV0ONL8CpcZtBKUMO0BKqJCbGZgg.g-KiLfFLxctErAyQPlLH0KN4UKjp9J10zEs7Dv1Bn8Ug.PNG/IHBa9ENO_LnxctOV_9QH0ZVVs4hQ.jpg
111,9,운진항,,33.2097721,126.2576111,,,http://post.phinf.naver.net/MjAxOTA1MjJfNTAg/MDAxNTU4NTA1ODYwNjI4.FyQqv5Vf9Ki3mc_q4vLojduaBGAE5YNXBp31XZxJrI8g.-ePl13G2tZH_XB0QLpYH7u5P7O2kVPIFIrIxhG4ZUGog.JPEG/IKsqnII3Vgf5S2aL0BuPuww7i-mo.jpg
112,9,신양 섭지해수욕장,,33.43025009,126.9280674,,,http://imgnews.naver.net/image/5104/2020/07/05/0000251255_001_20200705175814050.jpg
113,9,조천함덕 해안도로,,33.5428196,126.6705344,,,http://post.phinf.naver.net/MjAyMTA0MTNfNDAg/MDAxNjE4Mjk0NDUwODYx.kIarS9-6IkF2C6Nd5dyBcP-U6Po5yxFfyIFlrfT7nqAg.ns-d-D-x9jCNYM2h0dmnn5gCfNhKMN27r-NreBydGLUg.JPEG/IJ2lvi85F7TF4aeBYmLRji5fOx7s.jpg
114,9,백제사,,33.44881497,126.4243079,,,https://image.yes24.com/goods/106528989/XL
115,9,산방산유람선,,33.23706752,126.3352176,,,http://shop1.phinf.naver.net/20210718_28/1626602105133iUi3R_JPEG/27737888846727141_1072155157.jpg
116,9,도두항,,33.5061676,126.4650003,,,https://modo-phinf.pstatic.net/20220703_122/16568221083885I6VH_JPEG/mosahBzF9G.jpeg
117,9,우도마을,,33.51188333,126.964854,,,http://photovil.hani.co.kr/files/attach/images/81/012/169/IMG_1395.jpg
118,9,광치기해변,,33.4523087,126.9239478,,,https://dbscthumb-phinf.pstatic.net/5701_000_24/20200225130750448_9831PVKLS.jpg/ZW5pY2VwaG90b3wz.jpg?type=m936&autoRotate=true
119,9,서건도,,33.25402924,126.4927119,,,https://storage.doopedia.co.kr/upload/_upload/image5/travel/editor/2022/06/06/20220606130640508_thumb.jpg
120,9,제주마방목지,,33.42762016,126.6037011,,,http://post.phinf.naver.net/MjAxOTA5MjdfMjcg/MDAxNTY5NTQ0NDA0ODA4.NCfL74uTtN7ZZmMtwBAmdg3oAMw0Jv72K6lL84mrIvYg.9lm17CLb3lHQztaxSXoI4i5JI-4COU5NIw8TXkah4o4g.JPEG/I_vFI6MSzg8nBGAHHyGcOuKgbIGk.jpg
121,9,제주드림타워복합리조트,,33.48529239,126.4814716,,,http://post.phinf.naver.net/MjAxNzEwMjRfMTk0/MDAxNTA4ODMwMTI5MDE3.P5RVYchasRjkfE6jQq6fYgTEXKG1_OwTsRqQdKLzmfog.pfJBnrlvAlEnH281VIXHsRg6ruFsC8yOefLMOsrBMFcg.JPEG/ITouh0KKUWcdXoqZGEJxMAaRlv6I.jpg
122,9,논짓물,,33.2369517,126.3881241,,,http://post.phinf.naver.net/MjAyMDA4MDVfODIg/MDAxNTk2NTk1OTk2MzM1.E7Lo44Bhm3zoj_tqbRWhNlfgo0EK1lPx3UG0qsSSoFMg.3qQV8ygEZZK2FWuLLchj0qTZJYk4XCkoL4RWk7dpHcMg.JPEG/I0XQiP6XxKEdNi7qU38cgVY_vIms.jpg
123,9,제주신흥해수욕장,,33.55197935,126.6485444,,,http://tong.visitkorea.or.kr/cms/resource/55/2800155_image2_1.jpg
